lnN lnDN
8.609590040682205014e+00 3.367295829986474143e+00
8.604287898267171997e+00 3.044522437723423014e+00
8.600430789986292623e+00 3.465735902799726542e+00
8.594524534352560252e+00 3.044522437723423014e+00
8.590629509489419391e+00 2.944438979166440262e+00
8.587092318795905399e+00 3.496507561466480229e+00
8.580918882296781902e+00 3.367295829986474143e+00
8.575462099540212435e+00 3.401197381662155461e+00
8.569785641535407450e+00 3.044522437723423014e+00
8.565792861252299772e+00 3.555348061489413514e+00
8.559102594493447569e+00 3.258096538021482136e+00
8.554103545436333889e+00 3.332204510175203804e+00
8.548691858475608640e+00 3.178053830347945752e+00
8.544029845369797371e+00 3.806662489770319624e+00
8.535229553902336619e+00 3.135494215929149675e+00
8.530701541441029434e+00 2.995732273553990854e+00
8.526747404221049820e+00 3.258096538021482136e+00
8.521583539717530797e+00 3.135494215929149675e+00
8.516993171413570707e+00 3.465735902799726542e+00
8.510571315107350543e+00 3.367295829986474143e+00
8.504715669905124287e+00 3.135494215929149675e+00
8.500047032581267814e+00 3.367295829986474143e+00
8.494129251817685855e+00 3.295836866004329124e+00
8.488587934405902757e+00 3.295836866004329124e+00
8.483015739614650386e+00 3.091042453358316067e+00
8.478452363099806988e+00 2.890371757896164517e+00
8.474703139795284557e+00 3.465735902799726542e+00
8.468002947225466315e+00 3.295836866004329124e+00
8.462314529906247884e+00 3.178053830347945752e+00
8.457230850243554698e+00 2.995732273553990854e+00
8.452974619089586028e+00 3.258096538021482136e+00
8.447414296808320344e+00 3.091042453358316067e+00
8.442685139241175918e+00 3.433987204485146272e+00
8.435983135990694493e+00 3.135494215929149675e+00
8.430981494597171277e+00 3.433987204485146272e+00
8.424200324567072684e+00 3.401197381662155461e+00
8.417593826193483508e+00 2.484906649788000355e+00
8.414938957377481543e+00 3.091042453358316067e+00
8.410053315858334599e+00 2.833213344056216165e+00
8.406261630708955934e+00 3.258096538021482136e+00
8.400434630806040914e+00 3.135494215929149675e+00
8.395251520610994334e+00 3.091042453358316067e+00
8.390268497842571449e+00 3.367295829986474143e+00
8.383661798791715469e+00 2.772588722239781145e+00
8.379997952238392500e+00 2.944438979166440262e+00
8.375629627094451024e+00 3.218875824868200564e+00
8.369852603517529133e+00 3.091042453358316067e+00
8.364741068224560649e+00 3.218875824868200564e+00
8.358900612421644283e+00 2.944438979166440262e+00
8.354438940114810919e+00 2.944438979166440262e+00
8.349957272040324341e+00 3.555348061489413514e+00
8.341648618901306378e+00 2.639057329615258407e+00
8.338305731356564721e+00 2.890371757896164517e+00
8.333991247194974861e+00 3.218875824868200564e+00
8.327967858305488136e+00 3.258096538021482136e+00
8.321664807135000785e+00 3.044522437723423014e+00
8.316544717929398089e+00 3.178053830347945752e+00
8.310660905907225171e+00 3.044522437723423014e+00
8.305484017727691182e+00 2.708050201102210064e+00
8.301769763117166079e+00 3.178053830347945752e+00
8.295798110636145140e+00 2.772588722239781145e+00
8.291797105048733130e+00 3.135494215929149675e+00
8.286017468404763164e+00 2.639057329615258407e+00
8.282483003730561677e+00 2.890371757896164517e+00
8.277920258172143164e+00 2.639057329615258407e+00
8.274357006756291710e+00 2.772588722239781145e+00
8.270269111436624243e+00 2.995732273553990854e+00
8.265135629937384820e+00 3.044522437723423014e+00
8.259716961021522863e+00 3.091042453358316067e+00
8.254008590564843928e+00 3.295836866004329124e+00
8.246958032568176833e+00 3.091042453358316067e+00
8.241176150494959884e+00 2.890371757896164517e+00
8.236420527265391200e+00 2.639057329615258407e+00
8.232706009860976337e+00 2.833213344056216165e+00
8.228176895951319736e+00 3.295836866004329124e+00
8.220941168281388656e+00 2.995732273553990854e+00
8.215547411947069278e+00 2.772588722239781145e+00
8.211211361793022689e+00 2.890371757896164517e+00
8.206310725794020655e+00 2.197224577336219564e+00
8.203851372183878610e+00 2.708050201102210064e+00
8.199738960630785556e+00 2.639057329615258407e+00
8.195885391314796209e+00 2.995732273553990854e+00
8.190354403763262070e+00 2.833213344056216165e+00
8.185628891147606723e+00 3.401197381662155461e+00
8.177234885510193507e+00 2.397895272798370669e+00
8.174139343429470017e+00 2.564949357461536739e+00
8.170468578330673637e+00 2.995732273553990854e+00
8.164794804244765558e+00 3.044522437723423014e+00
8.158802490694002429e+00 2.708050201102210064e+00
8.154500175151941477e+00 2.833213344056216165e+00
8.149601735736155206e+00 2.890371757896164517e+00
8.144388865547622203e+00 2.944438979166440262e+00
8.138856750696325193e+00 2.484906649788000355e+00
8.135346948906706288e+00 2.708050201102210064e+00
8.130942302231877861e+00 3.135494215929149675e+00
8.124150603306629748e+00 2.564949357461536739e+00
8.120291313968561298e+00 2.564949357461536739e+00
8.116417072794204657e+00 3.218875824868200564e+00
8.108924155975339332e+00 3.218875824868200564e+00
8.101374671228581903e+00 2.484906649788000355e+00
8.097730573664218667e+00 2.639057329615258407e+00
8.093462274501179721e+00 2.944438979166440262e+00
8.087640287778983250e+00 2.944438979166440262e+00
8.081784206935001436e+00 2.708050201102210064e+00
8.077136638538453539e+00 2.833213344056216165e+00
8.071843149609158274e+00 2.995732273553990854e+00
8.065579427282091984e+00 2.564949357461536739e+00
8.061486866871327095e+00 2.833213344056216165e+00
8.056109659545061419e+00 2.890371757896164517e+00
8.050384453067021440e+00 2.484906649788000355e+00
8.046549357283078407e+00 2.564949357461536739e+00
8.042378005173279831e+00 3.135494215929149675e+00
8.034955024502158594e+00 2.772588722239781145e+00
8.029758520440822167e+00 2.397895272798370669e+00
8.026170194946425696e+00 2.890371757896164517e+00
8.020270472819237995e+00 2.708050201102210064e+00
8.015327309021719415e+00 2.890371757896164517e+00
8.009363076630044986e+00 3.465735902799726542e+00
7.998671361015776249e+00 2.944438979166440262e+00
7.992268643270745265e+00 3.044522437723423014e+00
7.985143931198620315e+00 2.639057329615258407e+00
7.980365765111246290e+00 2.197224577336219564e+00
7.977281986755150101e+00 2.708050201102210064e+00
7.972121128921655142e+00 2.639057329615258407e+00
7.967280178942200308e+00 2.397895272798370669e+00
7.963460066638970325e+00 2.564949357461536739e+00
7.958926493050110018e+00 2.197224577336219564e+00
7.955775781534186741e+00 2.639057329615258407e+00
7.950854857719988011e+00 2.639057329615258407e+00
7.945909598613132729e+00 2.833213344056216165e+00
7.939871576361882788e+00 2.890371757896164517e+00
7.933438387627488986e+00 2.397895272798370669e+00
7.929486523314289492e+00 2.833213344056216165e+00
7.923348211930154150e+00 2.564949357461536739e+00
7.918628653342239865e+00 2.484906649788000355e+00
7.914252278742440971e+00 2.397895272798370669e+00
7.910223707097344459e+00 2.944438979166440262e+00
7.903226808730733133e+00 2.397895272798370669e+00
7.899153483343097193e+00 2.397895272798370669e+00
7.895063498091572818e+00 2.833213344056216165e+00
7.888709524182014654e+00 2.397895272798370669e+00
7.884576510596324361e+00 3.091042453358316067e+00
7.876258882303226017e+00 2.484906649788000355e+00
7.871692664323645339e+00 2.564949357461536739e+00
7.866722285136728665e+00 2.484906649788000355e+00
7.862112211662748429e+00 2.397895272798370669e+00
7.857867559331802809e+00 2.197224577336219564e+00
7.854381210652364942e+00 2.995732273553990854e+00
7.846589975291186292e+00 2.639057329615258407e+00
7.841099765422119283e+00 2.302585092994045901e+00
7.837159650001675359e+00 1.945910149055313232e+00
7.834392302910436534e+00 1.945910149055313232e+00
7.831617276352610624e+00 2.890371757896164517e+00
7.824445930877619304e+00 2.708050201102210064e+00
7.818430272070655995e+00 2.833213344056216165e+00
7.811568489345179778e+00 3.044522437723423014e+00
7.803026643632216874e+00 2.890371757896164517e+00
7.795646536334594146e+00 2.833213344056216165e+00
7.788626065625031458e+00 2.890371757896164517e+00
7.781138509845015427e+00 2.079441541679835748e+00
7.777792626338830395e+00 1.791759469228054957e+00
7.775275846486862541e+00 2.397895272798370669e+00
7.770645234129176515e+00 2.708050201102210064e+00
7.764296006450518206e+00 2.639057329615258407e+00
7.758333467490910351e+00 2.944438979166440262e+00
7.750184162257836462e+00 2.397895272798370669e+00
7.745435610274380878e+00 2.708050201102210064e+00
7.738923757439456708e+00 1.386294361119890572e+00
7.737180077834629799e+00 1.386294361119890572e+00
7.735433352499688553e+00 2.397895272798370669e+00
7.730614066063739465e+00 2.197224577336219564e+00
7.726653664847642489e+00 2.772588722239781145e+00
7.719573989259581381e+00 2.708050201102210064e+00
7.712890961490129982e+00 2.639057329615258407e+00
7.706612913964196565e+00 2.079441541679835748e+00
7.703007682479236173e+00 2.302585092994045901e+00
7.698482787880946532e+00 2.944438979166440262e+00
7.689828668736484296e+00 2.079441541679835748e+00
7.686162303492905856e+00 2.079441541679835748e+00
7.682482446534505627e+00 1.791759469228054957e+00
7.679713639966371908e+00 2.564949357461536739e+00
7.673688129267730140e+00 2.564949357461536739e+00
7.667626091584990533e+00 2.833213344056216165e+00
7.659642954564682249e+00 2.302585092994045901e+00
7.654917047848320166e+00 2.197224577336219564e+00
7.650644551436896812e+00 2.302585092994045901e+00
7.645875825184813124e+00 2.708050201102210064e+00
7.638679823876111996e+00 2.944438979166440262e+00
7.629489916393994875e+00 2.397895272798370669e+00
7.624130585661289317e+00 2.079441541679835748e+00
7.620214770574454732e+00 1.791759469228054957e+00
7.617267813628346929e+00 2.302585092994045901e+00
7.612336837167745784e+00 2.302585092994045901e+00
7.607381425639791139e+00 2.397895272798370669e+00
7.601901959875165815e+00 2.302585092994045901e+00
7.596894438144543571e+00 2.397895272798370669e+00
7.591357046698551159e+00 1.386294361119890572e+00
7.589335823170617168e+00 1.791759469228054957e+00
7.586296307152720075e+00 1.098612288668109782e+00
7.584773077612198655e+00 2.397895272798370669e+00
7.579167967396076122e+00 2.484906649788000355e+00
7.573017256052546387e+00 2.639057329615258407e+00
7.565793282428514566e+00 2.484906649788000355e+00
7.559559496007699941e+00 2.197224577336219564e+00
7.554858521040675789e+00 1.609437912434100282e+00
7.552237287560801704e+00 2.302585092994045901e+00
7.546974117516526803e+00 1.609437912434100282e+00
7.544332108053688479e+00 2.397895272798370669e+00
7.538494999413464903e+00 2.302585092994045901e+00
7.533158807455563100e+00 2.484906649788000355e+00
7.526717561352706198e+00 3.044522437723423014e+00
7.515344571180436084e+00 2.397895272798370669e+00
7.509335266016591959e+00 1.791759469228054957e+00
7.506042178518121943e+00 2.397895272798370669e+00
7.499976540952121518e+00 2.079441541679835748e+00
7.495541943884256320e+00 2.302585092994045901e+00
7.489970898834800828e+00 1.791759469228054957e+00
7.486613313139955039e+00 1.945910149055313232e+00
7.482681828154650994e+00 2.197224577336219564e+00
7.477604243197588652e+00 2.564949357461536739e+00
