Thoi_gian N_t Toc_do
3.870000000000000000e+02 1.427500000000000000e+04 6.600000000000000000e+01
3.880000000000000000e+02 1.420900000000000000e+04 6.400000000000000000e+01
3.890000000000000000e+02 1.414500000000000000e+04 5.800000000000000000e+01
3.900000000000000000e+02 1.408700000000000000e+04 7.500000000000000000e+01
3.910000000000000000e+02 1.401200000000000000e+04 7.600000000000000000e+01
3.920000000000000000e+02 1.393600000000000000e+04 7.500000000000000000e+01
3.930000000000000000e+02 1.386100000000000000e+04 7.100000000000000000e+01
3.940000000000000000e+02 1.379000000000000000e+04 7.000000000000000000e+01
3.950000000000000000e+02 1.372000000000000000e+04 6.500000000000000000e+01
3.960000000000000000e+02 1.365500000000000000e+04 6.600000000000000000e+01
3.970000000000000000e+02 1.358900000000000000e+04 8.200000000000000000e+01
3.980000000000000000e+02 1.350700000000000000e+04 7.600000000000000000e+01
3.990000000000000000e+02 1.343100000000000000e+04 6.800000000000000000e+01
4.000000000000000000e+02 1.336300000000000000e+04 4.900000000000000000e+01
4.010000000000000000e+02 1.331400000000000000e+04 7.000000000000000000e+01
4.020000000000000000e+02 1.324400000000000000e+04 5.500000000000000000e+01
4.030000000000000000e+02 1.318900000000000000e+04 4.800000000000000000e+01
4.040000000000000000e+02 1.314100000000000000e+04 7.300000000000000000e+01
4.050000000000000000e+02 1.306800000000000000e+04 6.400000000000000000e+01
4.060000000000000000e+02 1.300400000000000000e+04 7.100000000000000000e+01
4.070000000000000000e+02 1.293300000000000000e+04 6.000000000000000000e+01
4.080000000000000000e+02 1.287300000000000000e+04 6.700000000000000000e+01
4.090000000000000000e+02 1.280600000000000000e+04 6.300000000000000000e+01
4.100000000000000000e+02 1.274300000000000000e+04 5.600000000000000000e+01
4.110000000000000000e+02 1.268700000000000000e+04 7.400000000000000000e+01
4.120000000000000000e+02 1.261300000000000000e+04 7.700000000000000000e+01
4.130000000000000000e+02 1.253600000000000000e+04 6.800000000000000000e+01
4.140000000000000000e+02 1.246800000000000000e+04 6.400000000000000000e+01
4.150000000000000000e+02 1.240400000000000000e+04 5.600000000000000000e+01
4.160000000000000000e+02 1.234800000000000000e+04 5.000000000000000000e+01
4.170000000000000000e+02 1.229800000000000000e+04 4.400000000000000000e+01
4.180000000000000000e+02 1.225400000000000000e+04 5.600000000000000000e+01
4.190000000000000000e+02 1.219800000000000000e+04 6.400000000000000000e+01
4.200000000000000000e+02 1.213400000000000000e+04 5.900000000000000000e+01
4.210000000000000000e+02 1.207500000000000000e+04 6.300000000000000000e+01
4.220000000000000000e+02 1.201200000000000000e+04 5.700000000000000000e+01
4.230000000000000000e+02 1.195500000000000000e+04 5.500000000000000000e+01
4.240000000000000000e+02 1.190000000000000000e+04 4.000000000000000000e+01
4.250000000000000000e+02 1.186000000000000000e+04 5.800000000000000000e+01
4.260000000000000000e+02 1.180200000000000000e+04 5.100000000000000000e+01
4.270000000000000000e+02 1.175100000000000000e+04 5.400000000000000000e+01
4.280000000000000000e+02 1.169700000000000000e+04 5.500000000000000000e+01
4.290000000000000000e+02 1.164200000000000000e+04 6.300000000000000000e+01
4.300000000000000000e+02 1.157900000000000000e+04 6.600000000000000000e+01
4.310000000000000000e+02 1.151300000000000000e+04 6.200000000000000000e+01
4.320000000000000000e+02 1.145100000000000000e+04 5.500000000000000000e+01
4.330000000000000000e+02 1.139600000000000000e+04 6.400000000000000000e+01
4.340000000000000000e+02 1.133200000000000000e+04 5.200000000000000000e+01
4.350000000000000000e+02 1.128000000000000000e+04 5.100000000000000000e+01
4.360000000000000000e+02 1.122900000000000000e+04 6.400000000000000000e+01
4.370000000000000000e+02 1.116500000000000000e+04 4.700000000000000000e+01
4.380000000000000000e+02 1.111800000000000000e+04 5.700000000000000000e+01
4.390000000000000000e+02 1.106100000000000000e+04 5.400000000000000000e+01
4.400000000000000000e+02 1.100700000000000000e+04 5.500000000000000000e+01
4.410000000000000000e+02 1.095200000000000000e+04 5.700000000000000000e+01
4.420000000000000000e+02 1.089500000000000000e+04 4.800000000000000000e+01
4.430000000000000000e+02 1.084700000000000000e+04 5.000000000000000000e+01
4.440000000000000000e+02 1.079700000000000000e+04 6.600000000000000000e+01
4.450000000000000000e+02 1.073100000000000000e+04 5.000000000000000000e+01
4.460000000000000000e+02 1.068100000000000000e+04 4.900000000000000000e+01
4.470000000000000000e+02 1.063200000000000000e+04 4.800000000000000000e+01
4.480000000000000000e+02 1.058400000000000000e+04 5.900000000000000000e+01
4.490000000000000000e+02 1.052500000000000000e+04 5.700000000000000000e+01
4.500000000000000000e+02 1.046800000000000000e+04 5.100000000000000000e+01
4.510000000000000000e+02 1.041700000000000000e+04 3.800000000000000000e+01
4.520000000000000000e+02 1.037900000000000000e+04 4.400000000000000000e+01
4.530000000000000000e+02 1.033500000000000000e+04 4.600000000000000000e+01
4.540000000000000000e+02 1.028900000000000000e+04 4.500000000000000000e+01
4.550000000000000000e+02 1.024400000000000000e+04 5.200000000000000000e+01
4.560000000000000000e+02 1.019200000000000000e+04 4.400000000000000000e+01
4.570000000000000000e+02 1.014800000000000000e+04 5.300000000000000000e+01
4.580000000000000000e+02 1.009500000000000000e+04 4.700000000000000000e+01
4.590000000000000000e+02 1.004800000000000000e+04 5.500000000000000000e+01
4.600000000000000000e+02 9.993000000000000000e+03 4.900000000000000000e+01
4.610000000000000000e+02 9.944000000000000000e+03 4.100000000000000000e+01
4.620000000000000000e+02 9.903000000000000000e+03 6.300000000000000000e+01
4.630000000000000000e+02 9.840000000000000000e+03 3.700000000000000000e+01
4.640000000000000000e+02 9.803000000000000000e+03 3.800000000000000000e+01
4.650000000000000000e+02 9.765000000000000000e+03 4.800000000000000000e+01
4.660000000000000000e+02 9.717000000000000000e+03 4.700000000000000000e+01
4.670000000000000000e+02 9.670000000000000000e+03 4.900000000000000000e+01
4.680000000000000000e+02 9.621000000000000000e+03 4.800000000000000000e+01
4.690000000000000000e+02 9.573000000000000000e+03 4.700000000000000000e+01
4.700000000000000000e+02 9.526000000000000000e+03 4.500000000000000000e+01
4.710000000000000000e+02 9.481000000000000000e+03 5.200000000000000000e+01
4.720000000000000000e+02 9.429000000000000000e+03 3.800000000000000000e+01
4.730000000000000000e+02 9.391000000000000000e+03 5.300000000000000000e+01
4.740000000000000000e+02 9.338000000000000000e+03 4.700000000000000000e+01
4.750000000000000000e+02 9.291000000000000000e+03 5.900000000000000000e+01
4.760000000000000000e+02 9.232000000000000000e+03 4.200000000000000000e+01
4.770000000000000000e+02 9.190000000000000000e+03 5.800000000000000000e+01
4.780000000000000000e+02 9.132000000000000000e+03 4.300000000000000000e+01
4.790000000000000000e+02 9.089000000000000000e+03 4.000000000000000000e+01
4.800000000000000000e+02 9.049000000000000000e+03 3.400000000000000000e+01
4.810000000000000000e+02 9.015000000000000000e+03 4.200000000000000000e+01
4.820000000000000000e+02 8.973000000000000000e+03 4.300000000000000000e+01
4.830000000000000000e+02 8.930000000000000000e+03 3.600000000000000000e+01
4.840000000000000000e+02 8.894000000000000000e+03 4.000000000000000000e+01
4.850000000000000000e+02 8.854000000000000000e+03 3.800000000000000000e+01
4.860000000000000000e+02 8.816000000000000000e+03 4.100000000000000000e+01
4.870000000000000000e+02 8.775000000000000000e+03 3.700000000000000000e+01
4.880000000000000000e+02 8.738000000000000000e+03 4.200000000000000000e+01
4.890000000000000000e+02 8.696000000000000000e+03 4.100000000000000000e+01
4.900000000000000000e+02 8.655000000000000000e+03 5.600000000000000000e+01
4.910000000000000000e+02 8.599000000000000000e+03 3.800000000000000000e+01
4.920000000000000000e+02 8.561000000000000000e+03 5.000000000000000000e+01
4.930000000000000000e+02 8.511000000000000000e+03 3.800000000000000000e+01
4.940000000000000000e+02 8.473000000000000000e+03 4.500000000000000000e+01
4.950000000000000000e+02 8.428000000000000000e+03 4.100000000000000000e+01
4.960000000000000000e+02 8.387000000000000000e+03 3.800000000000000000e+01
4.970000000000000000e+02 8.349000000000000000e+03 5.000000000000000000e+01
4.980000000000000000e+02 8.299000000000000000e+03 3.200000000000000000e+01
4.990000000000000000e+02 8.267000000000000000e+03 4.400000000000000000e+01
5.000000000000000000e+02 8.223000000000000000e+03 3.800000000000000000e+01
